PageURL,Type,variable,value
www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta.html,Immigration,6.1.2018,686107
www.canada.ca/en/services/benefits/calendar.html,Benefits,6.1.2018,244694
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/ei-ae/meiio-mraed/Pages/MyPaymentDetails.aspx,Employment and Social Development ,6.1.2018,263020
www.canada.ca/en/revenue-agency/services/e-services/e-services-businesses/gst-hst-netfile.html,Taxes,6.1.2018,299840
www.canada.ca/en/revenue-agency/corporate/contact-information.html,Taxes,6.1.2018,394791
www.canada.ca/en/services/taxes.html,Taxes,6.1.2018,292596
www23.statcan.gc.ca/imdb/p3VD.pl,Other,6.1.2018,630365
recherche-search.gc.ca/rGs/s_r,Canada.Ca Search,6.1.2018,798618
www.canada.ca/fr/emploi-developpement-social/ministere/portefeuille/service-canada.html,Employment and Social Development ,6.1.2018,189159
www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta/apply.html,Immigration,6.1.2018,640511
www.canada.ca/fr/services/immigration-citoyennete.html,Immigration,6.1.2018,450656
www.canada.ca/en/employment-social-development/services/my-account/before-register.html,Employment and Social Development ,6.1.2018,190455
www.canada.ca/en/public-service-commission/jobs/services/public-service-jobs.html,Jobs,6.1.2018,18062
www.canada.ca/en/immigration-refugees-citizenship/services/work-canada.html,Immigration,6.1.2018,434127
www.canada.ca/en/contact.html,Canada.ca Contact page,6.1.2018,197811
www.canada.ca/en/immigration-refugees-citizenship/services/application/check-processing-times.html,Immigration,6.1.2018,164
www.canada.ca/en/services/jobs/opportunities/government.html,Jobs,6.1.2018,213856
www.canada.ca/en/services/taxes/income-tax/personal-income-tax.html,Taxes,6.1.2018,207368
www.canada.ca/en/services/benefits/publicpensions/cpp/old-age-security/payments.html,Benefits,6.1.2018,160186
www.canada.ca/en/services/benefits.html,Benefits,6.1.2018,140194
www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta/apply-passport-information.html,Immigration,6.1.2018,503714
www.canada.ca/en/revenue-agency/services/e-services/cra-login-services/cra-login-services-register-forgot-your-user.html,Taxes,6.1.2018,250010
www.canada.ca/en/services/benefits/ei/ei-regular-benefit/apply.html,Benefits,6.1.2018,191409
www.canada.ca/en/revenue-agency/services/e-services/e-services-individuals/account-individuals/help-account.html,Taxes,6.1.2018,302858
www.canada.ca/en/immigration-refugees-citizenship/services/study-canada.html,Immigration,6.1.2018,456016
www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/apply-visitor-visa.html,Immigration,6.1.2018,418833
www.canada.ca/en/services/benefits/publicpensions/cpp.html,Benefits,6.1.2018,148514
www.canada.ca/en/revenue-agency/services/e-services/payment-save-time-pay-online.html,Taxes,6.1.2018,257768
www.canada.ca/en/revenue-agency/services/e-services/e-services-individuals/mycra.html,Taxes,6.1.2018,305972
www.canada.ca/en/revenue-agency/services/make-a-payment-canada-revenue-agency.html,Taxes,6.1.2018,233624
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/portal/page/portal/msca/private/faces/oracle/webcenter/portalapp/pages/message-centre.jspx,Employment and Social Development ,6.1.2018,181942
www.canada.ca/en/employment-social-development/corporate/contact/ei-individual.html,Employment and Social Development ,6.1.2018,161507
www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/works.html,Immigration,6.1.2018,307628
www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/application-canadian-citizenship-adults.html,Immigration,6.1.2018,282744
www1.canada.ca/fr/deconnexion/mdsc.html,Employment and Social Development ,6.1.2018,132982
www.canada.ca/en/services/benefits/publicpensions/cpp/cpp-benefit/amount.html,Benefits,6.1.2018,155594
www.canada.ca/en/services/taxes/gsthst.html,Taxes,6.1.2018,211974
search-recherche.gc.ca/rGs/s_r,Canada.Ca Search,6.1.2018,414168
www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/guide-5256-applying-visitor-visa-temporary-resident-visa.html,Immigration,6.1.2018,313794
www.canada.ca/fr/services/prestations/ae/assurance-emploi-reguliere.html,Employment and Social Development ,6.1.2018,106413
www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/become-candidate/eligibility/find-national-occupation-code.html,Immigration,6.1.2018,525323
www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/eligibility/find-national-occupation-code.html,Immigration,6.1.2018,81413
www.canada.ca/fr/sr.html,Canada.Ca Home Page,6.1.2018,19
www.canada.ca/en/revenue-agency/services/child-family-benefits/benefit-payment-dates.html,Taxes,6.1.2018,195214
www.canada.ca/en/services/benefits/ei/ei-apply-online.html,Benefits,6.1.2018,149616
www.canada.ca/en/services/benefits/ei/ei-regular-benefit/eligibility.html,Benefits,6.1.2018,143912
www.canada.ca/en/immigration-refugees-citizenship/services/canadian-citizenship.html,Immigration,6.1.2018,239321
www.canada.ca/en/immigration-refugees-citizenship/corporate/contact-ircc.html,Immigration,6.1.2018,273980
www.canada.ca/en/services/benefits/publicpensions/cpp/old-age-security.html,Benefits,6.1.2018,109172
www.canada.ca/en/immigration-refugees-citizenship/services/canadian-passports.html,Immigration,6.1.2018,221148
www.canada.ca/en/employment-social-development.html,Employment and Social Development ,6.1.2018,112960
www.canada.ca/en/revenue-agency.html,Taxes,7.1.2018,5824164
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/portal/page/portal/msca/private/faces/oracle/webcenter/portalapp/pages/home.jspx,Employment and Social Development ,7.1.2018,4910124
www.canada.ca/en/revenue-agency/services/e-services/e-services-individuals/account-individuals.html,Taxes,7.1.2018,6600301
www.canada.ca/en/employment-social-development/services/my-account/access.html,Employment and Social Development ,7.1.2018,3202094
www.canada.ca/en/immigration-refugees-citizenship/services/application/account.html,Immigration,7.1.2018,6156549
www.canada.ca/en/employment-social-development/services/my-account.html,Employment and Social Development ,7.1.2018,2526981
www.canada.ca/en/services/immigration-citizenship.html,Immigration,7.1.2018,4723468
www.canada.ca/en.html,Canada.Ca Home Page,7.1.2018,2707579
www.canada.ca/en/employment-social-development/corporate/portfolio/service-canada.html,Employment and Social Development ,7.1.2018,1552564
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/portal/page/portal/msca/private/faces/oracle/webcenter/portalapp/pages/ei-correspondence.jspx,Employment and Social Development ,7.1.2018,2050557
www.canada.ca/en/services/benefits/ei/ei-internet-reporting.html,Benefits,7.1.2018,1251313
www.canada.ca/en/revenue-agency/services/e-services/represent-a-client.html,Taxes,7.1.2018,1349660
www.canada.ca/en/services/benefits/ei.html,Benefits,7.1.2018,903669
www.canada.ca/en/immigration-refugees-citizenship/services/application.html,Immigration,7.1.2018,1846019
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/ei-ae/meiio-mraed/Pages/MyPayments.aspx,Employment and Social Development ,7.1.2018,1140019
www.canada.ca/en/sr.html,Canada.Ca Home Page,7.1.2018,25
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/ei-ae/meiio-mraed/Pages/MyCurrentClaim.aspx,Employment and Social Development ,7.1.2018,1235552
www.canada.ca/en/revenue-agency/services/e-services/cra-login-services.html,Taxes,7.1.2018,1264955
www.canada.ca/fr/emploi-developpement-social/services/mon-dossier/acceder.html,Employment and Social Development ,7.1.2018,801580
www.canada.ca/home.html,Canada.Ca Home Page,7.1.2018,824364
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/ei-ae/meiio-mraed/Pages/MyRoeList.aspx,Employment and Social Development ,7.1.2018,974739
www1.canada.ca/en/logout/msca.html,Canada.Ca Home Page,7.1.2018,777185
www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html,Immigration,7.1.2018,1232605
www.canada.ca/fr/emploi-developpement-social/services/mon-dossier.html,Employment and Social Development ,7.1.2018,544205
www.canada.ca/en/sr/srb.html,Canada.Ca Search,7.1.2018,1120908
www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada.html,Immigration,7.1.2018,1029558
www.canada.ca/fr/agence-revenu/services/services-electroniques/services-electroniques-particuliers/dossier-particuliers.html,Taxes,7.1.2018,916432
www.canada.ca/en/services/taxes/income-tax.html,Taxes,7.1.2018,524974
www.canada.ca/fr.html,Canada.Ca Home Page,7.1.2018,507310
www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada.html,Immigration,7.1.2018,904179
www.canada.ca/en/revenue-agency/services/e-services/e-services-businesses/business-account.html,Revenue,7.1.2018,659974
www.canada.ca/en/services/immigration-citizenship/search.html,Immigration,7.1.2018,925485
www.canada.ca/fr/agence-revenu.html,Taxes,7.1.2018,643716
www.canada.ca/en/revenue-agency/services/e-services/e-services-businesses/payroll-deductions-online-calculator.html,Taxes,7.1.2018,606419
www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides.html,Immigration,7.1.2018,787988
www.canada.ca/en/revenue-agency/services/e-services/e-services-businesses/gst-hst-netfile/gst-hst-netfile-ready-file-online-check-list.html,Taxes,7.1.2018,692331
www.canada.ca/fr/services/prestations/ae/assurance-emploi-declaration-internet.html,Employment and Social Development ,7.1.2018,365199
www.canada.ca/en/revenue-agency/corporate/contact-information/telephone-numbers.html,Taxes,7.1.2018,602913
www.canada.ca/en/revenue-agency/services/e-services/auto-fill-return-express-noa.html,Taxes,7.1.2018,130396
www.canada.ca/en/immigration-refugees-citizenship/services/come-canada-tool.html,Immigration,7.1.2018,766563
www.canada.ca/en/employment-social-development/programs/ei/ei-list/ei-roe/access-roe.html,Employment and Social Development ,7.1.2018,432056
www.canada.ca/fr/services/prestations/ae.html,Employment and Social Development ,7.1.2018,343538
www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/compte.html,Immigration,7.1.2018,701562
www.canada.ca/en/services/benefits/ei/ei-regular-benefit.html,Employment and Social Development ,7.1.2018,345921
www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry.html,Immigration,7.1.2018,661864
www1.canada.ca/en/esdc/service-canada.html,Employment and Social Development ,7.1.2018,553016
www.canada.ca/en/services/jobs/opportunities.html,Jobs,7.1.2018,340125
www.canada.ca/en/revenue-agency/search.html,Taxes,7.1.2018,787036
www.canada.ca/en/public-service-commission/jobs/services/gc-jobs.html,Jobs,7.1.2018,449002
www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta.html,Immigration,7.1.2018,682667
www.canada.ca/en/services/benefits/calendar.html,Benefits,7.1.2018,296557
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/ei-ae/meiio-mraed/Pages/MyPaymentDetails.aspx,Employment and Social Development ,7.1.2018,337996
www.canada.ca/en/revenue-agency/services/e-services/e-services-businesses/gst-hst-netfile.html,Taxes,7.1.2018,444330
www.canada.ca/en/revenue-agency/corporate/contact-information.html,Taxes,7.1.2018,473777
www.canada.ca/en/services/taxes.html,Taxes,7.1.2018,332873
www23.statcan.gc.ca/imdb/p3VD.pl,Other,7.1.2018,627850
recherche-search.gc.ca/rGs/s_r,Canada.Ca Search,7.1.2018,777889
www.canada.ca/fr/emploi-developpement-social/ministere/portefeuille/service-canada.html,Employment and Social Development ,7.1.2018,251516
www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta/apply.html,Immigration,7.1.2018,625723
www.canada.ca/fr/services/immigration-citoyennete.html,Immigration,7.1.2018,508758
www.canada.ca/en/employment-social-development/services/my-account/before-register.html,Employment and Social Development ,7.1.2018,227513
www.canada.ca/en/public-service-commission/jobs/services/public-service-jobs.html,Jobs,7.1.2018,17641
www.canada.ca/en/immigration-refugees-citizenship/services/work-canada.html,Immigration,7.1.2018,449412
www.canada.ca/en/contact.html,Canada.ca Contact page,7.1.2018,232941
www.canada.ca/en/immigration-refugees-citizenship/services/application/check-processing-times.html,Immigration,7.1.2018,16186
www.canada.ca/en/services/jobs/opportunities/government.html,Jobs,7.1.2018,228277
www.canada.ca/en/services/taxes/income-tax/personal-income-tax.html,Taxes,7.1.2018,209021
www.canada.ca/en/services/benefits/publicpensions/cpp/old-age-security/payments.html,Benefits,7.1.2018,205061
www.canada.ca/en/services/benefits.html,Benefits,7.1.2018,179343
www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta/apply-passport-information.html,Immigration,7.1.2018,503510
www.canada.ca/en/revenue-agency/services/e-services/cra-login-services/cra-login-services-register-forgot-your-user.html,Taxes,7.1.2018,413354
www.canada.ca/en/services/benefits/ei/ei-regular-benefit/apply.html,Benefits,7.1.2018,239766
www.canada.ca/en/revenue-agency/services/e-services/e-services-individuals/account-individuals/help-account.html,Taxes,7.1.2018,327908
www.canada.ca/en/immigration-refugees-citizenship/services/study-canada.html,Immigration,7.1.2018,439467
www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/apply-visitor-visa.html,Immigration,7.1.2018,406942
www.canada.ca/en/services/benefits/publicpensions/cpp.html,Benefits,7.1.2018,157037
www.canada.ca/en/revenue-agency/services/e-services/payment-save-time-pay-online.html,Taxes,7.1.2018,279046
www.canada.ca/en/revenue-agency/services/e-services/e-services-individuals/mycra.html,Taxes,7.1.2018,482897
www.canada.ca/en/revenue-agency/services/make-a-payment-canada-revenue-agency.html,Taxes,7.1.2018,239566
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/portal/page/portal/msca/private/faces/oracle/webcenter/portalapp/pages/message-centre.jspx,Employment and Social Development ,7.1.2018,304410
www.canada.ca/en/employment-social-development/corporate/contact/ei-individual.html,Employment and Social Development ,7.1.2018,221839
www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/works.html,Immigration,7.1.2018,409216
www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/application-canadian-citizenship-adults.html,Immigration,7.1.2018,316616
www1.canada.ca/fr/deconnexion/mdsc.html,Employment and Social Development ,7.1.2018,223129
www.canada.ca/en/services/benefits/publicpensions/cpp/cpp-benefit/amount.html,Benefits,7.1.2018,157294
www.canada.ca/en/services/taxes/gsthst.html,Taxes,7.1.2018,283357
search-recherche.gc.ca/rGs/s_r,Canada.Ca Search,7.1.2018,386244
www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/guide-5256-applying-visitor-visa-temporary-resident-visa.html,Immigration,7.1.2018,314151
www.canada.ca/fr/services/prestations/ae/assurance-emploi-reguliere.html,Employment and Social Development ,7.1.2018,145772
www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/become-candidate/eligibility/find-national-occupation-code.html,Immigration,7.1.2018,24516
www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/eligibility/find-national-occupation-code.html,Immigration,7.1.2018,620013
www.canada.ca/fr/sr.html,Canada.Ca Home Page,7.1.2018,10
www.canada.ca/en/revenue-agency/services/child-family-benefits/benefit-payment-dates.html,Taxes,7.1.2018,275891
www.canada.ca/en/services/benefits/ei/ei-apply-online.html,Benefits,7.1.2018,176421
www.canada.ca/en/services/benefits/ei/ei-regular-benefit/eligibility.html,Benefits,7.1.2018,155569
www.canada.ca/en/immigration-refugees-citizenship/services/canadian-citizenship.html,Immigration,7.1.2018,252178
www.canada.ca/en/immigration-refugees-citizenship/corporate/contact-ircc.html,Immigration,7.1.2018,287364
www.canada.ca/en/services/benefits/publicpensions/cpp/old-age-security.html,Benefits,7.1.2018,133391
www.canada.ca/en/immigration-refugees-citizenship/services/canadian-passports.html,Immigration,7.1.2018,230419
www.canada.ca/en/employment-social-development.html,Employment and Social Development ,7.1.2018,130736
www.canada.ca/en/revenue-agency.html,Taxes,8.1.2018,4069426
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/portal/page/portal/msca/private/faces/oracle/webcenter/portalapp/pages/home.jspx,Employment and Social Development ,8.1.2018,4143758
www.canada.ca/en/revenue-agency/services/e-services/e-services-individuals/account-individuals.html,Taxes,8.1.2018,3984156
www.canada.ca/en/employment-social-development/services/my-account/access.html,Employment and Social Development ,8.1.2018,2616149
www.canada.ca/en/immigration-refugees-citizenship/services/application/account.html,Immigration,8.1.2018,5918724
www.canada.ca/en/employment-social-development/services/my-account.html,Employment and Social Development ,8.1.2018,2085577
www.canada.ca/en/services/immigration-citizenship.html,Immigration,8.1.2018,4499296
www.canada.ca/en.html,Canada.Ca Home Page,8.1.2018,2318792
www.canada.ca/en/employment-social-development/corporate/portfolio/service-canada.html,Employment and Social Development ,8.1.2018,1277635
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/portal/page/portal/msca/private/faces/oracle/webcenter/portalapp/pages/ei-correspondence.jspx,Employment and Social Development ,8.1.2018,1731871
www.canada.ca/en/services/benefits/ei/ei-internet-reporting.html,Benefits,8.1.2018,1237627
www.canada.ca/en/revenue-agency/services/e-services/represent-a-client.html,Taxes,8.1.2018,1197941
www.canada.ca/en/services/benefits/ei.html,Benefits,8.1.2018,740353
www.canada.ca/en/immigration-refugees-citizenship/services/application.html,Immigration,8.1.2018,1678651
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/ei-ae/meiio-mraed/Pages/MyPayments.aspx,Employment and Social Development ,8.1.2018,1079544
www.canada.ca/en/sr.html,Canada.Ca Home Page,8.1.2018,13
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/ei-ae/meiio-mraed/Pages/MyCurrentClaim.aspx,Employment and Social Development ,8.1.2018,1033489
www.canada.ca/en/revenue-agency/services/e-services/cra-login-services.html,Taxes,8.1.2018,679485
www.canada.ca/fr/emploi-developpement-social/services/mon-dossier/acceder.html,Employment and Social Development ,8.1.2018,691831
www.canada.ca/home.html,Canada.Ca Home Page,8.1.2018,731392
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/ei-ae/meiio-mraed/Pages/MyRoeList.aspx,Employment and Social Development ,8.1.2018,741581
www1.canada.ca/en/logout/msca.html,Canada.Ca Home Page,8.1.2018,664575
www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html,Immigration,8.1.2018,1150115
www.canada.ca/fr/emploi-developpement-social/services/mon-dossier.html,Employment and Social Development ,8.1.2018,473758
www.canada.ca/en/sr/srb.html,Canada.Ca Search,8.1.2018,1057966
www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada.html,Immigration,8.1.2018,885781
www.canada.ca/fr/agence-revenu/services/services-electroniques/services-electroniques-particuliers/dossier-particuliers.html,Taxes,8.1.2018,555449
www.canada.ca/en/services/taxes/income-tax.html,Taxes,8.1.2018,410741
www.canada.ca/fr.html,Canada.Ca Home Page,8.1.2018,456905
www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada.html,Immigration,8.1.2018,855121
www.canada.ca/en/revenue-agency/services/e-services/e-services-businesses/business-account.html,Revenue,8.1.2018,535768
www.canada.ca/en/services/immigration-citizenship/search.html,Immigration,8.1.2018,905255
www.canada.ca/fr/agence-revenu.html,Taxes,8.1.2018,444359
www.canada.ca/en/revenue-agency/services/e-services/e-services-businesses/payroll-deductions-online-calculator.html,Taxes,8.1.2018,574243
www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides.html,Immigration,8.1.2018,705964
www.canada.ca/en/revenue-agency/services/e-services/e-services-businesses/gst-hst-netfile/gst-hst-netfile-ready-file-online-check-list.html,Taxes,8.1.2018,384768
www.canada.ca/fr/services/prestations/ae/assurance-emploi-declaration-internet.html,Employment and Social Development ,8.1.2018,360376
www.canada.ca/en/revenue-agency/corporate/contact-information/telephone-numbers.html,Taxes,8.1.2018,421203
www.canada.ca/en/revenue-agency/services/e-services/auto-fill-return-express-noa.html,Taxes,8.1.2018,92531
www.canada.ca/en/immigration-refugees-citizenship/services/come-canada-tool.html,Immigration,8.1.2018,569950
www.canada.ca/en/employment-social-development/programs/ei/ei-list/ei-roe/access-roe.html,Employment and Social Development ,8.1.2018,422905
www.canada.ca/fr/services/prestations/ae.html,Employment and Social Development ,8.1.2018,299614
www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/compte.html,Immigration,8.1.2018,669068
www.canada.ca/en/services/benefits/ei/ei-regular-benefit.html,Employment and Social Development ,8.1.2018,210176
www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry.html,Immigration,8.1.2018,649833
www1.canada.ca/en/esdc/service-canada.html,Employment and Social Development ,8.1.2018,500672
www.canada.ca/en/services/jobs/opportunities.html,Jobs,8.1.2018,325579
www.canada.ca/en/revenue-agency/search.html,Taxes,8.1.2018,676651
www.canada.ca/en/public-service-commission/jobs/services/gc-jobs.html,Jobs,8.1.2018,447065
www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta.html,Immigration,8.1.2018,575630
www.canada.ca/en/services/benefits/calendar.html,Benefits,8.1.2018,328274
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/ei-ae/meiio-mraed/Pages/MyPaymentDetails.aspx,Employment and Social Development ,8.1.2018,341044
www.canada.ca/en/revenue-agency/services/e-services/e-services-businesses/gst-hst-netfile.html,Taxes,8.1.2018,259779
www.canada.ca/en/revenue-agency/corporate/contact-information.html,Taxes,8.1.2018,353422
www.canada.ca/en/services/taxes.html,Taxes,8.1.2018,264812
www23.statcan.gc.ca/imdb/p3VD.pl,Other,8.1.2018,560036
recherche-search.gc.ca/rGs/s_r,Canada.Ca Search,8.1.2018,751693
www.canada.ca/fr/emploi-developpement-social/ministere/portefeuille/service-canada.html,Employment and Social Development ,8.1.2018,204699
www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta/apply.html,Immigration,8.1.2018,521350
www.canada.ca/fr/services/immigration-citoyennete.html,Immigration,8.1.2018,500920
www.canada.ca/en/employment-social-development/services/my-account/before-register.html,Employment and Social Development ,8.1.2018,199375
www.canada.ca/en/public-service-commission/jobs/services/public-service-jobs.html,Jobs,8.1.2018,17333
www.canada.ca/en/immigration-refugees-citizenship/services/work-canada.html,Immigration,8.1.2018,420977
www.canada.ca/en/contact.html,Canada.ca Contact page,8.1.2018,218329
www.canada.ca/en/immigration-refugees-citizenship/services/application/check-processing-times.html,Immigration,8.1.2018,1179188
www.canada.ca/en/services/jobs/opportunities/government.html,Jobs,8.1.2018,222058
www.canada.ca/en/services/taxes/income-tax/personal-income-tax.html,Taxes,8.1.2018,168008
www.canada.ca/en/services/benefits/publicpensions/cpp/old-age-security/payments.html,Benefits,8.1.2018,166813
www.canada.ca/en/services/benefits.html,Benefits,8.1.2018,155644
www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta/apply-passport-information.html,Immigration,8.1.2018,416712
www.canada.ca/en/revenue-agency/services/e-services/cra-login-services/cra-login-services-register-forgot-your-user.html,Taxes,8.1.2018,224334
www.canada.ca/en/services/benefits/ei/ei-regular-benefit/apply.html,Benefits,8.1.2018,134823
www.canada.ca/en/revenue-agency/services/e-services/e-services-individuals/account-individuals/help-account.html,Taxes,8.1.2018,194289
www.canada.ca/en/immigration-refugees-citizenship/services/study-canada.html,Immigration,8.1.2018,385582
www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/apply-visitor-visa.html,Immigration,8.1.2018,369392
www.canada.ca/en/services/benefits/publicpensions/cpp.html,Benefits,8.1.2018,152507
www.canada.ca/en/revenue-agency/services/e-services/payment-save-time-pay-online.html,Taxes,8.1.2018,216268
www.canada.ca/en/revenue-agency/services/e-services/e-services-individuals/mycra.html,Taxes,8.1.2018,267083
www.canada.ca/en/revenue-agency/services/make-a-payment-canada-revenue-agency.html,Taxes,8.1.2018,172834
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/portal/page/portal/msca/private/faces/oracle/webcenter/portalapp/pages/message-centre.jspx,Employment and Social Development ,8.1.2018,206930
www.canada.ca/en/employment-social-development/corporate/contact/ei-individual.html,Employment and Social Development ,8.1.2018,207141
www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/works.html,Immigration,8.1.2018,400005
www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/application-canadian-citizenship-adults.html,Immigration,8.1.2018,312295
www1.canada.ca/fr/deconnexion/mdsc.html,Employment and Social Development ,8.1.2018,210254
www.canada.ca/en/services/benefits/publicpensions/cpp/cpp-benefit/amount.html,Benefits,8.1.2018,151891
www.canada.ca/en/services/taxes/gsthst.html,Taxes,8.1.2018,180872
search-recherche.gc.ca/rGs/s_r,Canada.Ca Search,8.1.2018,389347
www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/guide-5256-applying-visitor-visa-temporary-resident-visa.html,Immigration,8.1.2018,306205
www.canada.ca/fr/services/prestations/ae/assurance-emploi-reguliere.html,Employment and Social Development ,8.1.2018,103930
www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/become-candidate/eligibility/find-national-occupation-code.html,Immigration,8.1.2018,23739
www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/eligibility/find-national-occupation-code.html,Immigration,8.1.2018,609430
www.canada.ca/fr/sr.html,Canada.Ca Home Page,8.1.2018,8
www.canada.ca/en/revenue-agency/services/child-family-benefits/benefit-payment-dates.html,Taxes,8.1.2018,154359
www.canada.ca/en/services/benefits/ei/ei-apply-online.html,Benefits,8.1.2018,117963
www.canada.ca/en/services/benefits/ei/ei-regular-benefit/eligibility.html,Benefits,8.1.2018,123887
www.canada.ca/en/immigration-refugees-citizenship/services/canadian-citizenship.html,Immigration,8.1.2018,252723
www.canada.ca/en/immigration-refugees-citizenship/corporate/contact-ircc.html,Immigration,8.1.2018,279151
www.canada.ca/en/services/benefits/publicpensions/cpp/old-age-security.html,Benefits,8.1.2018,117294
www.canada.ca/en/immigration-refugees-citizenship/services/canadian-passports.html,Immigration,8.1.2018,211597
www.canada.ca/en/employment-social-development.html,Employment and Social Development ,8.1.2018,127688
www.canada.ca/en/revenue-agency.html,Taxes,9.1.2018,3380919
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/portal/page/portal/msca/private/faces/oracle/webcenter/portalapp/pages/home.jspx,Employment and Social Development ,9.1.2018,3501874
www.canada.ca/en/revenue-agency/services/e-services/e-services-individuals/account-individuals.html,Taxes,9.1.2018,3128026
www.canada.ca/en/employment-social-development/services/my-account/access.html,Employment and Social Development ,9.1.2018,2321672
www.canada.ca/en/immigration-refugees-citizenship/services/application/account.html,Immigration,9.1.2018,5452482
www.canada.ca/en/employment-social-development/services/my-account.html,Employment and Social Development ,9.1.2018,1861697
www.canada.ca/en/services/immigration-citizenship.html,Immigration,9.1.2018,4167283
www.canada.ca/en.html,Canada.Ca Home Page,9.1.2018,2115751
www.canada.ca/en/employment-social-development/corporate/portfolio/service-canada.html,Employment and Social Development ,9.1.2018,1137683
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/portal/page/portal/msca/private/faces/oracle/webcenter/portalapp/pages/ei-correspondence.jspx,Employment and Social Development ,9.1.2018,1406322
www.canada.ca/en/services/benefits/ei/ei-internet-reporting.html,Benefits,9.1.2018,1103058
www.canada.ca/en/revenue-agency/services/e-services/represent-a-client.html,Taxes,9.1.2018,1132196
www.canada.ca/en/services/benefits/ei.html,Benefits,9.1.2018,648336
www.canada.ca/en/immigration-refugees-citizenship/services/application.html,Immigration,9.1.2018,1542948
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/ei-ae/meiio-mraed/Pages/MyPayments.aspx,Employment and Social Development ,9.1.2018,860574
www.canada.ca/en/sr.html,Canada.Ca Home Page,9.1.2018,24
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/ei-ae/meiio-mraed/Pages/MyCurrentClaim.aspx,Employment and Social Development ,9.1.2018,846901
www.canada.ca/en/revenue-agency/services/e-services/cra-login-services.html,Taxes,9.1.2018,536631
www.canada.ca/fr/emploi-developpement-social/services/mon-dossier/acceder.html,Employment and Social Development ,9.1.2018,513497
www.canada.ca/home.html,Canada.Ca Home Page,9.1.2018,631438
